PC1;PC2;PC3;PC4;PC5;PC6;PC7;PC8
1.215381365733178;-1.4156599999239325;-0.6290054582672842;0.9122441547801373;0.796061242983558;-2.3229084645873534;-0.23040501432118854;0.22665335499923997
0.6412358982315549;2.2778842914989106;0.4498919518678549;-1.2097768057129545;1.295693070455508;-0.5256123015689061;-0.5642371348338954;0.8724147012053761
1.661108949049551;0.3018856022021044;-1.133675617103386;-1.0426839226828901;0.4651008403894251;1.2815005627781084;1.1973493720263682;0.9342828023049474
-2.145490044072811;-0.8121472882776908;-1.1048117218377713;-0.30054517723665675;-0.9447007560298836;0.2184917770638934;0.105168118222348;0.06730307571001325
2.2344850899019972;1.9091233681027757;-0.11349329863465128;1.2336484993442618;-0.2893242284172863;0.7958302478461543;1.0689697789308954;-0.9202040886191856
0.36184112812952773;1.1107393862231034;-0.32533899202373245;2.0371244637273107;-1.0967533524286004;0.2064628743102883;-0.8924141881505668;-0.9479302636737836
0.33900889766335734;-1.059208814985368;0.17950647337585132;0.8567924379103183;-1.7778902775942373;0.933180044163102;0.16446573606388573;0.5131576646856264
-0.3520236085826709;0.41100440069272354;-1.1396122123585661;-0.460249413375022;0.9384882185971556;-1.1482895432234417;0.07564735894019732;0.4958705941532976
-0.18489945977300454;1.3685741244160423;0.3930028126057242;-0.02706383008027487;-0.21108130825816057;1.0612314933372982;-1.151230427667754;-0.3174898832997181
-1.184943402372103;0.7241990190472636;-0.513484229138113;0.18591842800694022;0.3571366860993296;-0.04535913438626457;0.3450562026520194;-0.3385234689361722
-1.8280590571071917;-1.4874058142431936;2.0827170351860467;-0.7078713350819185;-1.3082538184838493;-1.3146885954643233;0.3124825136455883;-0.5584814720347201
-1.2287553625069383;1.2889996154060432;0.7227437014837803;-0.06708762944622192;1.6302832520207517;-0.4320231760610357;-0.9995152672579487;-0.23362538896466342
-2.0386297934122575;1.1784943536275394;-1.6750831938148;0.819310950542872;0.29564914269111914;-1.3962257283205353;-0.6130451254767361;-0.4091828679398157
1.1067554450702182;-0.31267809348092473;2.1549632402824703;0.13842769834525404;0.625678688248312;1.095354888207029;0.15148381601147362;-1.471305235884546
0.7559319286600655;0.6436464525797537;0.6432411878880566;-0.071678295451351;-1.125941834355443;1.4603985452357064;-1.6593277486928706;-1.6438627316875836
0.17552996321291944;1.4524428274381358;0.726121203667799;-0.5556150426613187;-1.4065672187178635;0.07396209015724393;0.17001787165753574;-0.4143157271493352
0.18636542304880496;-2.68446021503838;-0.4351272206650269;-0.7302550809966613;-0.1587954712936968;-0.4954083195591698;0.5472136347801873;-0.3496274876083353
-1.2055109028212323;-0.3952475032651574;1.2614539321714997;0.556514790711022;0.7200841186900994;-0.4690693323757059;-0.8027219838059214;-0.8378235577110209
0.9360352646310668;0.06291429912909575;-0.7118506665065121;-1.1552194245776957;0.11382209074135864;-0.9579603330667683;0.6520454097875726;-0.5849038761176001
0.7905063197484966;-0.8038385822373699;0.8675041297500562;-0.8310149931752581;0.09256672600489861;-0.4889301928597605;-1.0973375542361776;-1.1608083876343371
1.5808688680897165;-1.8953690198289546;0.16472803103451605;-1.737805503563318;1.2700834294362873;0.19575762372284927;1.525426335034969;0.672274645833493
-0.6497760418787845;0.8483840754278821;0.47295511040903615;-0.13284622468704213;-2.1444474336838035;1.1045344816684237;0.10516157097754171;-0.3670144826160701
1.2296999430837894;0.8816646723204902;1.5855496551628048;-0.445097345581719;-0.3688167031984924;0.8487260385607333;-1.1985761840411566;-0.5274309895157739
-0.24603384097866876;1.2595367638847794;-0.07336684844236972;0.2904059244922664;-1.482261647984349;-0.1392178352804417;-1.8260824608090809;0.16068761983864
1.2659980071846668;-0.9956669651239655;-0.37894728474294875;-0.2858938808936005;0.1617359083750422;0.6288677376248389;-0.8820837215998798;-0.4447672907433071
-2.930888200896749;1.419126056717819;0.09598932992037178;0.5636547713070978;-0.01814200915383912;0.21468914742473277;-0.5394309906229839;-0.6106675466219743
0.3746990347396094;-2.0375204610309288;0.7583841128676821;0.7367459679488989;0.14396657818819752;-0.4309497518635872;0.1341321760240667;-0.37173043460424693
-0.4209696094313557;0.1017191320998092;0.37614699948393066;-0.32097971584626767;0.34826244153175917;-0.002546392626484658;-0.8383375043371593;-1.3873917504759157
-0.27048241541130724;-0.10072236131159519;-0.9621265383166302;0.3024996394324157;-0.508125260099593;1.6375968829148886;-0.017192808825343995;0.12419039813911605
-1.007946461007953;0.08831057793346263;1.591222839366074;1.8379708669690051;-0.18044710288452123;-0.7867928948242946;1.6758346365960193;-1.1398877697284915
2.8194670443211085;-0.30430170632116554;-1.271306016478188;-0.7889729907860024;0.48400336365996144;0.03720664807327835;-0.02754914593530391;1.2007592438615942
-0.8064658755657598;1.4318552510556661;0.26256542963268675;-0.8416295779177138;-2.6672771523628156;0.7475148232067189;0.5540712127241216;0.41430564234123907
1.0754089090002443;-0.8669766538697633;1.374225860898672;1.562424372559497;0.4211967311825641;-0.4101929174921981;0.7010396161261376;-0.857328500928362
-0.7768756254497049;1.9078857742800226;0.9861409253141091;-0.0935492234099783;1.8168678442393555;-0.4886495044929316;-0.014256794366799516;0.0645535627847906
0.30414785764155616;1.446269393533764;-1.170297468954778;-1.7197544895409111;-0.1895311806467434;-0.5201062665199998;-1.76522131665821;1.8124247603266825
-0.05405324870287698;0.030316166990397277;1.0601418172913013;-0.5311661480077444;2.5876378121663954;-1.4414544402024112;-0.04362797088844528;-1.0098153475869145
0.8758045037323037;1.8473149463140905;-0.19077571728190293;0.7383299955169266;-0.13474942284399452;-0.9047840476402149;0.4073982985509714;-0.7620650195337304
-0.7718566673163314;-0.588377651388027;2.339039102778271;1.3041116238331543;-0.2536540492197322;-0.3445850114430128;0.7750193855842121;-0.24649419219771448
-0.3760410600275218;-0.429483123566507;0.017465300822172607;0.9040573530202997;0.8762741373238158;-0.7957121252157877;0.32599341119431;1.1505296263196323
-0.5636487585194535;0.2653754304111031;0.04199440243335111;0.5291233819994962;0.30690080856821533;-0.37385492612256616;0.8357605991205652;-0.8966923773126081
1.124131545633495;0.029210049066689094;1.5139535310063654;1.5191741367103824;-0.2852007039980045;1.6112303168438848;0.5772495111599062;-0.3502061945748995
1.3577219554775484;-0.8908384213480172;-0.02847529657890384;-0.11693172774004616;0.18254928059280892;0.5206741225119281;-1.5861793293763244;0.08506443585543377
0.9814669264817137;2.0302067964065444;0.39612150424232995;0.8366707346848834;-1.3455861206736541;-1.5379484343134187;0.457776435244187;0.15524576957173603
0.03328433737052738;-0.09197759025916247;1.2240634827141013;-0.08632527480630688;2.4248715445202134;-0.6685456356393176;0.23862247980689968;0.689510288157697
-0.922789427928065;1.0249004125003447;0.8644220458657752;1.074412494603912;-1.5104352784416848;0.3935032702412792;-0.6196452317338931;0.34836082533219936
-2.756908099112246;0.6010580609851408;0.2024307099445894;-0.1668277941408976;-0.3578842738273498;-0.4389577171882921;-0.541666281565201;-0.5126760779638787
0.601750193601881;0.22164018412823994;-0.22208447225249578;0.4429079679803938;0.09416753231801141;0.5798023473801797;2.5238236144995656;-0.556703694111054
-0.7206687626289178;-2.0478731013980194;1.3204215910401382;-0.9716062560340917;0.32225278330255913;0.47027877063073475;-0.2864201680770977;0.09162105692696354
